Timestamp,sensor 1,sensor 2,sensor 3,sensor 4,sensor 5,sensor 6,sensor 7,sensor 8,sensor 9,sensor 10
2023-11-02 16:55:52.0,539.64,569.01,202.23,698.77,594.59,688.27,496.78,633.71,474.81,600.35
2023-11-02 16:55:53.0,539.1,568.66,202.21,698.22,593.94,687.65,496.63,633.65,474.9,599.53
2023-11-02 16:55:54.0,539.09,568.18,201.58,699.05,593.59,688.37,497.28,634.24,474.62,600.35
2023-11-02 16:55:55.0,538.75,568.99,201.24,698.7,594.07,689.1,497.7,634.46,473.87,599.6
2023-11-02 16:55:56.0,539.59,569.38,201.37,698.49,594.59,688.28,498.19,635.32,473.97,599.4
2023-11-02 16:55:57.0,538.62,569.74,201.04,698.62,594.7,689.0,498.87,634.72,474.74,600.4
2023-11-02 16:55:58.0,538.52,570.72,200.68,698.22,595.57,688.19,498.57,634.95,475.05,601.03
2023-11-02 16:55:59.0,538.99,570.81,200.04,698.86,596.3,688.22,498.69,635.86,475.69,600.51
2023-11-02 16:56:00.0,539.92,571.0,199.13,697.97,595.44,688.56,498.14,635.75,475.19,600.69
2023-11-02 16:56:01.0,539.74,570.1,199.81,698.69,595.31,688.14,497.27,634.85,474.23,600.29
2023-11-02 16:56:02.0,540.08,569.73,199.84,698.52,595.04,688.43,497.39,635.72,474.48,599.48
2023-11-02 16:56:03.0,539.77,569.84,199.77,698.34,594.54,688.16,497.91,635.27,474.99,598.83
2023-11-02 16:56:04.0,538.99,570.2,198.94,697.37,594.66,687.87,498.33,634.41,474.15,598.72
2023-11-02 16:56:05.0,538.51,570.6,199.56,698.17,595.5,688.71,498.19,634.12,473.93,599.69
2023-11-02 16:56:06.0,539.22,571.19,199.23,697.61,594.92,689.05,497.93,633.88,473.9,599.26
2023-11-02 16:56:07.0,538.64,571.71,198.28,698.48,595.14,690.03,497.86,634.63,474.86,600.06
2023-11-02 16:56:08.0,537.75,571.94,197.5,697.91,594.77,689.7,497.6,634.51,475.06,599.24
2023-11-02 16:56:09.0,537.11,572.03,197.98,698.01,594.89,690.14,496.74,633.64,474.47,598.28
2023-11-02 16:56:10.0,538.08,571.03,198.91,699.0,594.56,689.74,495.77,634.61,475.21,598.92
2023-11-02 16:56:11.0,538.29,570.15,198.05,699.91,594.23,688.95,494.86,633.63,474.28,598.05
2023-11-02 16:56:12.0,538.89,569.63,198.77,700.36,594.58,689.58,494.69,633.93,474.12,598.39
2023-11-02 16:56:13.0,539.63,569.17,198.76,701.03,595.51,689.56,495.31,634.91,473.44,598.74
2023-11-02 16:56:14.0,539.47,569.89,198.82,701.05,595.99,688.94,494.96,634.38,474.06,598.01
2023-11-02 16:56:15.0,540.3,570.49,197.88,701.05,596.35,688.27,495.44,634.11,474.98,598.39
2023-11-02 16:56:16.0,541.18,570.28,197.87,701.31,595.58,688.05,495.25,633.97,475.63,598.9
2023-11-02 16:56:17.0,541.29,570.74,197.5,701.48,596.57,687.98,494.57,633.27,476.26,599.24
2023-11-02 16:56:18.0,540.91,569.83,197.69,702.0,597.52,687.04,494.06,634.12,476.94,600.07
2023-11-02 16:56:19.0,541.09,569.8,197.93,701.26,596.97,686.62,493.09,634.08,477.59,600.62
2023-11-02 16:56:20.0,541.67,570.12,197.76,700.6,596.79,686.02,493.15,633.16,476.6,599.94
2023-11-02 16:56:21.0,541.98,569.8,198.6,701.54,597.7,685.34,493.53,634.08,476.51,600.39
2023-11-02 16:56:22.0,541.19,569.65,199.11,700.84,597.66,685.94,493.01,634.35,477.13,601.15
2023-11-02 16:56:23.0,542.05,569.53,199.45,701.6,596.83,685.89,493.5,633.4,477.94,601.87
2023-11-02 16:56:24.0,542.04,569.54,199.42,701.39,596.84,686.14,493.89,632.62,477.07,601.6
2023-11-02 16:56:25.0,542.53,570.24,199.69,702.31,596.33,686.14,494.3,633.12,476.59,602.4
2023-11-02 16:56:26.0,541.98,571.2,199.75,701.7,597.07,687.01,494.79,632.98,476.93,602.74
2023-11-02 16:56:27.0,542.38,570.61,200.07,702.48,597.33,688.01,494.15,633.68,476.72,602.71
2023-11-02 16:56:28.0,542.73,571.47,199.79,703.05,596.69,688.53,494.13,633.94,476.61,603.4
2023-11-02 16:56:29.0,541.91,571.63,199.03,702.46,597.26,688.55,494.91,633.3,475.92,604.28
2023-11-02 16:56:30.0,542.37,571.17,198.99,703.04,596.71,689.27,494.96,633.03,475.1,604.48
2023-11-02 16:56:31.0,541.39,572.07,199.39,702.93,597.39,688.57,495.6,632.84,474.7,604.53
2023-11-02 16:56:32.0,541.64,571.48,200.26,703.65,596.66,687.84,494.62,632.49,474.34,604.39
2023-11-02 16:56:33.0,541.69,571.93,199.8,703.72,597.47,687.12,493.72,632.41,474.42,604.03
2023-11-02 16:56:34.0,540.95,571.69,198.87,704.39,597.19,687.55,493.05,633.12,474.33,604.86
2023-11-02 16:56:35.0,540.08,571.42,199.83,703.72,597.84,686.89,493.96,632.47,473.67,604.82
2023-11-02 16:56:36.0,539.83,571.23,198.85,703.24,596.99,687.13,493.51,632.46,473.96,603.98
2023-11-02 16:56:37.0,539.57,571.87,199.75,702.25,597.35,687.25,492.92,632.49,473.03,603.65
2023-11-02 16:56:38.0,539.59,571.69,200.52,701.9,597.21,686.58,492.2,632.0,473.98,603.95
2023-11-02 16:56:39.0,539.91,571.2,199.79,701.58,596.32,686.53,493.13,631.51,473.35,603.43
2023-11-02 16:56:40.0,539.07,571.47,199.59,701.38,595.99,687.37,493.09,632.23,473.59,603.96
2023-11-02 16:56:41.0,539.45,570.52,198.92,701.78,595.96,687.53,492.52,633.02,472.69,603.55
2023-11-02 16:56:42.0,538.74,570.13,198.02,702.34,595.13,686.68,492.39,633.46,473.51,602.72
2023-11-02 16:56:43.0,538.23,569.83,197.27,702.36,596.08,686.74,492.5,633.17,473.76,602.48
2023-11-02 16:56:44.0,537.99,570.04,196.28,702.32,597.01,687.7,492.12,632.5,473.63,603.23
2023-11-02 16:56:45.0,538.91,570.77,196.54,701.98,596.28,686.99,491.37,632.15,473.29,603.44
2023-11-02 16:56:46.0,539.04,570.18,196.26,702.59,595.47,686.36,491.69,632.67,473.41,604.22
2023-11-02 16:56:47.0,538.19,570.94,195.49,702.39,595.03,686.81,491.96,632.16,472.77,603.95
2023-11-02 16:56:48.0,537.94,571.09,195.02,703.17,595.03,687.12,491.91,631.6,472.16,604.16
2023-11-02 16:56:49.0,537.83,570.67,194.65,702.59,594.86,686.28,491.62,631.58,472.66,604.12
2023-11-02 16:56:50.0,538.14,570.93,194.13,702.52,594.27,686.29,491.09,630.59,472.95,603.71
2023-11-02 16:56:51.0,537.27,569.96,193.8,702.51,593.3,687.28,491.17,629.62,472.15,604.63
2023-11-02 16:56:52.0,536.73,570.86,192.87,702.7,594.28,687.46,491.06,629.06,471.26,604.0
2023-11-02 16:56:53.0,536.43,571.24,193.22,703.15,594.24,686.88,490.87,629.97,470.36,604.61
2023-11-02 16:56:54.0,535.5,571.67,192.4,702.52,594.43,687.75,491.73,630.31,470.95,604.49
2023-11-02 16:56:55.0,536.01,571.65,192.27,701.52,594.86,687.58,491.42,629.46,471.72,604.21
2023-11-02 16:56:56.0,536.0,571.65,191.37,701.03,593.98,688.5,490.74,628.66,472.08,604.15
2023-11-02 16:56:57.0,536.73,570.99,191.6,700.44,594.55,688.35,489.85,628.32,472.56,604.87
2023-11-02 16:56:58.0,536.2,570.13,190.71,699.51,594.53,689.32,490.7,628.94,472.03,604.76
2023-11-02 16:56:59.0,537.04,570.25,190.65,699.34,594.55,688.86,490.59,628.95,472.0,605.65
2023-11-02 16:57:00.0,537.61,569.54,190.3,699.49,593.92,688.08,490.5,628.26,471.15,606.26
2023-11-02 16:57:01.0,538.33,570.2,190.23,699.92,594.07,688.19,489.97,628.67,470.76,605.71
2023-11-02 16:57:02.0,537.99,570.22,189.27,699.63,594.09,689.1,490.03,628.2,469.79,605.97
2023-11-02 16:57:03.0,537.94,570.55,188.5,698.74,594.71,689.16,489.55,627.71,470.75,606.85
2023-11-02 16:57:04.0,537.23,570.31,189.09,698.31,595.61,689.34,489.3,627.45,471.72,606.99
2023-11-02 16:57:05.0,537.14,570.59,188.46,697.68,596.43,688.95,488.45,627.49,472.33,606.6
2023-11-02 16:57:06.0,537.52,570.44,188.49,697.63,597.33,688.6,489.1,626.89,471.73,606.19
2023-11-02 16:57:07.0,537.92,569.64,188.28,697.87,597.05,688.73,489.35,627.86,471.52,607.09
2023-11-02 16:57:08.0,537.08,568.81,188.87,698.15,597.08,689.71,488.6,628.48,472.22,606.44
2023-11-02 16:57:09.0,536.94,567.88,188.88,698.75,597.16,689.9,487.83,628.94,472.93,605.49
2023-11-02 16:57:10.0,536.43,568.5,189.16,698.0,597.04,689.95,488.19,629.7,472.26,605.56
2023-11-02 16:57:11.0,537.41,569.28,188.73,697.52,596.42,689.19,488.33,629.52,472.87,606.2
2023-11-02 16:57:12.0,536.44,569.54,189.4,697.03,595.55,689.16,488.5,628.95,473.56,607.19
2023-11-02 16:57:13.0,535.48,569.92,188.48,697.32,595.15,688.89,489.46,629.13,472.78,606.49
2023-11-02 16:57:14.0,534.56,569.51,187.76,697.43,594.46,689.84,490.02,628.58,471.98,606.6
2023-11-02 16:57:15.0,534.0,568.91,188.36,697.62,593.76,690.3,490.6,628.08,471.98,607.39
2023-11-02 16:57:16.0,534.96,569.34,187.94,697.6,592.97,689.41,489.68,628.34,471.2,606.95
2023-11-02 16:57:17.0,534.95,569.5,187.38,697.98,593.69,689.87,490.36,629.04,471.23,606.92
2023-11-02 16:57:18.0,534.23,569.07,186.42,698.48,593.43,690.08,490.33,629.61,471.19,606.73
2023-11-02 16:57:19.0,535.2,569.91,187.36,697.8,593.52,690.64,490.08,630.06,471.84,606.47
2023-11-02 16:57:20.0,535.41,569.16,188.13,697.53,593.1,691.15,490.96,630.59,471.89,607.07
2023-11-02 16:57:21.0,535.44,568.53,188.22,697.98,593.37,691.93,491.08,630.97,471.76,607.8
2023-11-02 16:57:22.0,535.42,568.05,187.32,697.53,593.11,691.58,491.57,631.67,472.23,607.49
2023-11-02 16:57:23.0,535.76,567.45,187.85,697.41,593.9,692.48,492.47,632.37,472.55,606.94
2023-11-02 16:57:24.0,534.84,566.51,188.72,697.07,593.17,692.97,491.97,632.56,472.8,606.76
2023-11-02 16:57:25.0,534.87,565.63,189.34,696.31,593.45,693.22,491.71,632.29,473.64,605.9
2023-11-02 16:57:26.0,534.68,566.63,189.92,695.94,593.42,693.77,491.95,632.61,474.31,606.13
2023-11-02 16:57:27.0,534.18,566.78,190.43,696.56,594.1,693.31,491.14,633.17,474.78,607.03
2023-11-02 16:57:28.0,533.64,566.57,189.54,697.43,593.55,692.83,492.06,634.17,475.46,607.21
2023-11-02 16:57:29.0,532.82,565.87,190.11,698.02,592.96,693.48,492.27,634.79,474.86,608.08
2023-11-02 16:57:30.0,533.56,566.2,191.08,698.23,592.15,694.38,492.4,634.68,474.96,607.28
2023-11-02 16:57:31.0,532.95,566.5,191.12,697.91,592.16,694.06,493.37,635.13,475.07,607.53
2023-11-02 16:57:32.0,533.82,566.69,190.51,697.32,591.6,694.3,493.77,634.18,474.99,607.71
2023-11-02 16:57:33.0,534.79,566.58,191.05,696.95,592.52,694.39,494.22,634.94,474.08,606.85
2023-11-02 16:57:34.0,535.19,565.87,190.62,697.22,593.02,693.39,493.23,635.17,474.23,607.71
2023-11-02 16:57:35.0,535.04,565.95,190.08,697.66,593.2,693.8,493.56,634.29,473.34,607.02
2023-11-02 16:57:36.0,534.17,566.47,190.3,696.87,592.59,693.97,492.71,633.45,472.69,607.01
2023-11-02 16:57:37.0,534.86,565.71,191.14,696.77,593.59,694.91,492.92,632.68,472.28,608.0
2023-11-02 16:57:38.0,535.09,564.87,190.59,696.22,592.86,695.47,491.96,633.02,472.26,608.63
2023-11-02 16:57:39.0,536.08,564.26,191.22,696.02,593.05,694.66,491.64,633.35,472.53,609.35
2023-11-02 16:57:40.0,536.45,563.61,191.94,696.7,593.15,695.51,491.69,633.7,473.25,608.95
2023-11-02 16:57:41.0,536.73,563.59,192.54,696.54,594.1,696.35,491.12,634.05,473.38,608.02
2023-11-02 16:57:42.0,535.93,563.26,193.35,695.64,594.08,697.24,492.08,633.43,473.32,608.6
2023-11-02 16:57:43.0,536.34,562.97,193.53,696.47,594.32,696.72,492.73,633.15,473.43,607.94
2023-11-02 16:57:44.0,536.97,563.0,192.85,697.33,594.28,697.19,492.13,632.17,473.98,607.7
2023-11-02 16:57:45.0,536.15,563.04,192.95,696.52,594.59,697.65,491.71,632.81,473.95,607.95
2023-11-02 16:57:46.0,535.44,562.33,193.57,696.25,593.91,696.94,491.57,632.28,474.62,607.63
2023-11-02 16:57:47.0,535.44,561.81,194.3,696.43,593.26,697.17,492.28,631.59,474.75,606.73
2023-11-02 16:57:48.0,534.84,561.86,194.48,696.34,592.5,696.45,492.17,631.99,474.09,606.3
2023-11-02 16:57:49.0,534.98,562.48,193.58,696.02,591.63,695.94,492.12,632.08,473.3,606.25
2023-11-02 16:57:50.0,535.79,562.01,193.76,696.56,592.06,695.04,492.34,631.99,473.93,606.73
2023-11-02 16:57:51.0,535.79,561.2,194.28,696.47,593.0,694.99,491.36,632.95,474.61,606.63
2023-11-02 16:57:52.0,536.03,560.29,194.99,696.34,592.4,694.56,492.19,632.06,475.07,605.91
2023-11-02 16:57:53.0,536.72,559.89,195.08,696.52,592.05,694.62,491.99,631.93,476.01,605.45
2023-11-02 16:57:54.0,536.58,559.39,195.31,696.72,591.22,693.89,491.87,631.32,476.42,605.67
2023-11-02 16:57:55.0,536.04,560.2,195.86,696.03,590.87,694.61,492.76,631.94,477.19,605.75
2023-11-02 16:57:56.0,535.2,561.08,196.52,696.73,590.43,694.05,493.43,631.75,477.63,606.65
2023-11-02 16:57:57.0,534.39,561.73,195.62,695.74,589.83,693.39,493.65,631.06,476.68,606.97
2023-11-02 16:57:58.0,535.1,560.83,195.99,695.29,590.67,694.29,493.49,630.62,476.28,607.04
2023-11-02 16:57:59.0,535.41,561.24,196.39,695.48,590.77,694.12,493.49,630.75,476.02,607.72
2023-11-02 16:58:00.0,536.35,561.11,195.42,695.17,591.57,694.46,492.63,631.64,475.63,608.28
2023-11-02 16:58:01.0,536.52,561.97,195.62,694.27,591.21,695.04,492.71,631.18,475.93,608.66
2023-11-02 16:58:02.0,537.24,561.97,196.49,693.39,591.34,695.39,492.14,632.17,475.19,607.82
2023-11-02 16:58:03.0,537.65,561.4,196.05,693.78,590.77,694.56,491.44,633.07,475.15,608.21
2023-11-02 16:58:04.0,537.54,560.61,195.96,694.03,590.81,693.75,491.83,633.1,475.46,608.64
2023-11-02 16:58:05.0,537.21,560.83,196.28,693.46,590.75,692.77,492.78,633.0,475.88,609.56
2023-11-02 16:58:06.0,537.91,560.99,195.33,693.06,591.32,693.34,493.0,633.74,475.18,608.8
2023-11-02 16:58:07.0,538.24,561.93,194.47,693.75,590.81,694.28,493.42,633.81,476.09,609.1
2023-11-02 16:58:08.0,538.94,561.42,193.75,693.59,591.73,693.75,492.91,634.19,475.36,608.5
2023-11-02 16:58:09.0,538.24,561.93,194.21,693.81,591.65,694.54,492.0,635.05,475.45,608.64
2023-11-02 16:58:10.0,539.04,562.35,194.59,694.13,591.78,693.78,491.52,635.19,475.2,609.52
2023-11-02 16:58:11.0,538.19,561.66,194.55,694.94,591.27,693.68,491.75,634.55,475.9,609.28
2023-11-02 16:58:12.0,537.53,562.36,193.95,695.05,591.39,693.91,491.54,634.77,476.45,609.18
2023-11-02 16:58:13.0,537.74,561.47,194.25,694.28,591.44,694.89,490.55,635.02,476.84,609.21
2023-11-02 16:58:14.0,536.99,561.61,194.15,694.6,590.59,694.85,490.44,635.7,477.79,609.2
2023-11-02 16:58:15.0,537.25,561.66,193.51,694.0,591.42,693.88,490.81,636.17,478.21,609.4
2023-11-02 16:58:16.0,537.27,562.35,193.17,693.25,591.01,693.3,490.87,636.34,477.58,610.0
2023-11-02 16:58:17.0,537.82,562.67,194.14,693.89, ,692.4,490.25,635.51,478.38,610.9
2023-11-02 16:58:18.0,538.06,561.87,193.56,694.53, ,691.95,490.21,635.02,477.42,611.44
2023-11-02 16:58:19.0,538.38,561.91,193.27,695.04, ,691.45,490.95,634.29,477.34,612.33
2023-11-02 16:58:20.0,539.24,562.01,193.57,694.26, ,692.35,491.01,634.89,477.33,612.54
2023-11-02 16:58:21.0,540.14,562.41,193.6,693.38, ,692.62,490.82,634.51,476.45,613.43
2023-11-02 16:58:22.0,540.58,563.21,192.71,692.39, ,693.6,491.79,634.82,475.86,613.72
2023-11-02 16:58:23.0,541.11,562.41,192.29,691.54, ,692.96,491.01,634.19,475.37,614.46
2023-11-02 16:58:24.0,541.29,562.27,191.68,690.7, ,693.93,490.71,635.1,475.64,614.47
2023-11-02 16:58:25.0,541.39,562.35,191.36,691.11, ,694.14,491.67,635.19,476.04,614.22
2023-11-02 16:58:26.0,541.57,563.04,191.63,690.43, ,694.21,491.52,634.87,476.54,613.36
2023-11-02 16:58:27.0,542.32,562.44,191.22,690.43, ,693.96,491.88,635.18,477.06,612.63
2023-11-02 16:58:28.0,542.63,561.65,190.57,690.3, ,694.34,491.34,634.38,476.06,611.91
2023-11-02 16:58:29.0,542.06,561.43,190.9,689.52, ,694.33,491.13,634.51,475.95,611.22
2023-11-02 16:58:30.0,542.9,562.22,190.79,688.93, ,694.91,492.03,634.9,475.93,610.79
2023-11-02 16:58:31.0,543.64,562.77,191.63,688.18, ,693.95,492.44,634.95,475.95,611.59
2023-11-02 16:58:32.0,543.69,563.06,191.35,688.92, ,694.94,492.81,634.27,475.96,612.34
2023-11-02 16:58:33.0,544.58,563.96,191.6,689.79, ,694.85,492.62,635.26,476.69,612.56
2023-11-02 16:58:34.0,545.04,564.46,191.65,689.28, ,695.11,493.29,636.12,477.08,612.49
2023-11-02 16:58:35.0,544.06,564.79,192.45,689.07, ,694.33,493.99,635.91,477.98,613.16
2023-11-02 16:58:36.0,544.63,565.68,191.51,688.07, ,694.6,494.56,635.45,477.7,612.51
2023-11-02 16:58:37.0,544.61,565.25,191.56,688.7, ,693.75,494.32,634.48,477.89,611.8
2023-11-02 16:58:38.0,544.45,566.06,190.8,688.05, ,693.18,494.37,635.09,478.4,611.16
2023-11-02 16:58:39.0,544.83,566.99,190.88,688.2, ,693.5,493.58,636.09,479.28,611.07
2023-11-02 16:58:40.0,545.75,566.61,191.05,688.75, ,694.45,494.56,635.71,478.84,611.37
2023-11-02 16:58:41.0,546.29,565.85,190.22,688.38, ,695.04,495.27,636.68,478.24,610.54
2023-11-02 16:58:42.0,546.45,565.57,189.76,688.65, ,694.65,495.34,636.36,478.92,610.67
2023-11-02 16:58:43.0,545.98,565.15,189.83,688.11, ,693.69,494.73,636.57,478.48,611.44
2023-11-02 16:58:44.0,545.53,565.91,189.55,688.43, ,694.07,495.4,635.99,478.28,610.83
2023-11-02 16:58:45.0,544.69,565.27,189.06,688.7, ,694.9,495.02,635.25,477.5,610.95
2023-11-02 16:58:46.0,545.12,565.76,189.08,687.94, ,694.0,494.21,635.13,477.32,611.43
2023-11-02 16:58:47.0,545.87,565.67,190.03,688.07, ,694.88,494.41,635.01,477.04,610.85
2023-11-02 16:58:48.0,545.75,565.43,190.26,688.86, ,695.43,494.78,634.38,477.68,610.33
2023-11-02 16:58:49.0,545.72,565.94,189.44,688.28, ,694.51,494.28,634.42,478.42,610.75
2023-11-02 16:58:50.0,545.35,565.47,188.7,688.34, ,693.76,493.67,635.3,478.63,611.19
2023-11-02 16:58:51.0,544.81,564.92,187.72,688.39, ,694.07,493.13,636.03,478.16,610.51
2023-11-02 16:58:52.0,544.55,564.16,186.99,688.15, ,693.82,492.17,637.01,478.34,611.24
2023-11-02 16:58:53.0,543.95,564.67,187.07,688.06, ,693.82,491.55,636.3,479.11,611.98
2023-11-02 16:58:54.0,543.52,565.13,187.1,688.05, ,694.32,490.58,635.81,479.17,611.18
2023-11-02 16:58:55.0,543.38,564.48,187.25,687.15, ,694.86,490.18,636.65,478.4,610.44
2023-11-02 16:58:56.0,543.21,564.22,188.11,686.63, ,694.4,490.51,636.46,477.55,610.08
2023-11-02 16:58:57.0,542.68,563.58,188.76,685.89, ,695.32,491.31,636.4,477.68,609.26
2023-11-02 16:58:58.0,541.91,562.86,188.03,685.34, ,694.5,491.63,636.59,478.35,610.0
2023-11-02 16:58:59.0,542.79,562.62,188.28,685.03, ,693.55,490.93,635.9,478.64,610.85
2023-11-02 16:59:00.0,543.14,563.39,188.37,684.99, ,693.28,491.29,636.17,477.65,610.41
2023-11-02 16:59:01.0,542.79,563.55,188.16,685.94, ,692.96,490.31,635.63,478.0,610.37
2023-11-02 16:59:02.0,541.8,562.99,188.64,686.78, ,692.57,490.63,636.22,477.35,609.69
2023-11-02 16:59:03.0,542.35,563.07,189.24,687.74, ,692.3,490.81,635.38,477.47,610.02
2023-11-02 16:59:04.0,541.57,562.99,188.64,687.9, ,691.79,490.55,635.21,476.93,609.19
2023-11-02 16:59:05.0,540.69,562.56,188.4,687.81, ,691.85,490.59,635.43,477.85,609.69
2023-11-02 16:59:06.0,540.37,562.76,189.21,687.18, ,691.72,491.57,634.82,476.96,609.19
2023-11-02 16:59:07.0,539.64,563.09,189.94,687.15, ,691.48,492.4,634.65,477.2,609.1
2023-11-02 16:59:08.0,539.45,563.68,189.41,687.38, ,690.55,492.08,634.13,477.04,609.21
2023-11-02 16:59:09.0,540.27,564.37,189.37,686.57, ,690.55,491.65,633.61,476.83,609.15
2023-11-02 16:59:10.0,540.38,564.39,189.17,687.21, ,690.99,491.33,633.27,477.28,609.35
2023-11-02 16:59:11.0,539.59,563.6,189.87,687.38, ,690.39,490.46,632.99,478.0,608.73
2023-11-02 16:59:12.0,539.09,564.04,189.64,687.48, ,691.25,489.89,633.34,477.37,609.38
2023-11-02 16:59:13.0,539.41,563.14,190.24,686.62, ,691.38,490.22,632.36,477.49,609.53
2023-11-02 16:59:14.0,539.99,563.96,190.43,686.07, ,690.71,490.2,632.76,478.3,609.93
2023-11-02 16:59:15.0,539.37,564.51,190.41,685.72, ,691.25,489.81,633.51,477.91,610.0
2023-11-02 16:59:16.0,540.09,564.84,189.59,686.42, ,691.01,489.34,633.33,477.96,609.29
2023-11-02 16:59:17.0,540.76,564.61,190.23,686.08, ,691.95,490.3,633.15,477.49,608.79
2023-11-02 16:59:18.0,540.22,564.21,191.07,686.77, ,691.53,489.53,632.39,477.9,607.84
2023-11-02 16:59:19.0,540.64,564.93,190.94,686.95, ,692.39,489.98,631.45,477.4,607.38
2023-11-02 16:59:20.0,541.5,564.45,191.59,686.76, ,692.13,490.94,631.65,477.03,608.05
2023-11-02 16:59:21.0,541.15,565.21,192.43,686.72, ,692.76,490.94,631.29,477.97,608.8
2023-11-02 16:59:22.0,541.13,565.33,192.27,686.15, ,692.12,491.47,631.89,477.89,609.29
2023-11-02 16:59:23.0,540.52,566.1,193.18,686.78, ,693.06,491.5,632.02,477.56,610.01
2023-11-02 16:59:24.0,539.89,567.07,193.05,686.29, ,693.72,492.44,631.55,478.31,609.49
2023-11-02 16:59:25.0,538.92,567.72,193.15,685.32, ,694.11,492.03,632.21,479.17,610.36
2023-11-02 16:59:26.0,537.96,568.2,192.57,684.51, ,693.76,491.19,631.67,479.79,609.74
2023-11-02 16:59:27.0,537.21,568.0,192.77,684.93, ,693.05,490.67,631.9,478.89,610.68
2023-11-02 16:59:28.0,536.47,568.92,191.8,684.56, ,693.49,490.5,632.34,478.7,611.63
2023-11-02 16:59:29.0,537.29,569.64,192.73,685.54, ,693.12,490.44,632.08,479.24,611.68
2023-11-02 16:59:30.0,536.93,569.38,192.07,686.18, ,693.25,489.45,631.13,479.41,610.86
